Sample;Decapoda;Diptera;Primates;Rosales;Solanales;Tubulidentata;Salmoniformes;Asterales;Rodentia;Sapindales;Apiales;Carnivora;Zingiberales;Brassicales;Fagales;Testudines;Gobiiformes;Malpighiales;Poales;Accipitriformes;Eurotiales;Artiodactyla;Comatulida;Arecales;Hymenoptera;Asparagales;Cypriniformes;Ostreida;Squamata;Fabales;Macroscelidea;Malvales;Amphipoda;Lamiales;Vitales;Cucurbitales;Acipenseriformes;Ceratodontiformes;Ranunculales;Caryophyllales;Siphonaptera;Chiroptera;Passeriformes;Mycosphaerellales;Galliformes;Diprotodontia;Dermoptera;Xylariales;Helotiales;Hemiptera;Ixodida;Lepidoptera;Hypocreales;Venerida;Rajiformes;Perissodactyla;Ericales;Pelecaniformes;Neuroptera;Proteales;Mugiliformes;Eulipotyphla;Didelphimorphia;Orthoptera;Phthiraptera;Myrtales;Characiformes;Kurtiformes;Cuculiformes;Gymnophiona;Psittaciformes;Rhynchobdellida;Siluriformes;Gruiformes;Strigeidida;Beloniformes;Scandentia;Microbiotheria;Octopoda;Anura;Chaetothyriales;Araneae;Diaporthales;Apodiformes;Polypteriformes;Cichliformes;Lamniformes;Carcharhiniformes;Pilosa;Anseriformes;Columbiformes;Apusomonadida;Thiotrichales;Mycoplasmoidales;Burkholderiales;Synergistales;Chromatiales;Pseudomonadales;Spirochaetales;Deferribacterales;Methylococcales;Pelagibacterales;Alteromonadales;Kosmotogales;Sphingomonadales;Oceanospirillales;Nevskiales;Endomicrobiales;Vibrionales;Acidobacteriales;Enterobacterales;Cellvibrionales;Sneathiellales;Moraxellales;Aquificales;Cardiobacteriales;Parvularculales;Thermodesulfovibrionales;Hyphomicrobiales;Legionellales;Xanthomonadales;Bryobacterales;Rhodothalassiales;Kordiimonadales;Rickettsiales;Acidithiobacillales;Petrotogales;Hydrogenophilales;Thermotogales;Thermodesulfobacteriales;Pasteurellales;Orbales;Rhodocyclales;Nitrosomonadales;Maricaulales;Brachyspirales;Rhodospirillales;Emcibacterales;Blastocatellales;Rhodobacterales;Fusobacteriales;Leptospirales;Desulfurobacteriales;Micropepsales;Aeromonadales;Coprothermobacterales;Hyphomonadales;Holosporales;Caulobacterales;Thermoplasmatales;Thermoanaerobaculales;Neisseriales;Nitrospirales;Bdellovibrionales;Salinisphaerales;Chrysiogenales;Magnetococcales;Silvanigrellales;Acanthopleuribacterales;Holophagales;Bacteriovoracales;Calditrichales;Mesoaciditogales;Kangiellales;Vicinamibacterales;Mariprofundales;Brevinematales;Iodidimonadales;Immundisolibacterales;Thermotomaculales;Methanomassiliicoccales;Elusimicrobiales;Acidiferrobacterales;Arenicellales;Dictyoglomales;Diplomonadida;Methanonatronarchaeales;Oligoflexales;Ferrovales;Kiloniellales;Thermococcales;Micrococcales;Tubulavirales;Actinomycetales;Entomoplasmatales;Erysipelotrichales;Campylobacterales;Isosphaerales;Acidimicrobiales;Bifidobacteriales;Pleurocapsales;Bacillales;Crassvirales;Thermoanaerobacterales;Petitvirales;Sulfolobales;Eubacteriales;Corynebacteriales;Desulfuromonadales;Propionibacteriales;Geodermatophilales;Micromonosporales;Myxococcales;Glycomycetales;Streptomycetales;Desulfovibrionales;Herpesvirales;Syntrophorhabdales;Lactobacillales;Armatimonadales;Tissierellales;Haloplasmatales;Nautiliales;Coriobacteriales;Caudovirales;Picornavirales;Frankiales;Nostocales;Streptosporangiales;Thermogemmatisporales;Caldilineales;Deinococcales;Bacteroidetes Order II. Incertae sedis;Victivallales;Opitutales;Pseudanabaenales;Rubrobacterales;Acholeplasmatales;Synechococcales;Verrucomicrobiales;Haloferacales;Limnochordales;Gemmatales;Halanaerobiales;Chloroflexales;Durnavirales;Thermales;Desulfobacterales;Vampirovibrionales;Candidatus Borkfalkiales;Fibrobacterales;Actinopolysporales;Solirubrobacterales;Veillonellales;Anaerolineales;Natrialbales;Selenomonadales;Jiangellales;Halobacteriales;Kineosporiales;Pirellulales;Catenulisporales;Mycoplasmatales;Ktedonobacterales;Longimicrobiales;Chlamydiales;Pseudonocardiales;Anaeroplasmatales;Thermosediminibacterales;Methanobacteriales;Cremevirales;Nitrospinales;Acidaminococcales;Gemmatimonadales;Imitervirales;Puniceicoccales;Fimbriimonadales;Parachlamydiales;Syntrophobacterales;Herpetosiphonales;Motilibacterales;Cirlivirales;Planctomycetales;Eggerthellales;Desulfarculales;Chroococcidiopsidales;Ardenticatenales;Sedimentisphaerales;Chthonomonadales;Ortervirales;Amarillovirales;Vinavirales;Kiritimatiellales;Syntrophales;Chitinivibrionales;Desulfuribacillales;Nidovirales;Thermolithobacterales;Natranaerobiales;Dehalococcoidales;Chitinispirillales;Methanosarcinales;Methanomicrobiales;Phycisphaerales;Bradymonadales;Kalamavirales;Desulfurellales;Euzebyales;Zurhausenvirales;Nitriliruptorales;Cryptosporangiales;Lentisphaerales;Candidatus Nanopelagicales;Piccovirales;Ghabrivirales;Gaiellales;Methanococcales;Caldisericales;Thermoproteales;Acidilobales;Algavirales;Terrimicrobiales;Thermoleophilales;Chitovirales;Egicoccales;Trueperales;Geplafuvirales;Tolivirales;Chthoniobacterales;Tichowtungiales;Culicoidibacterales;Sepolyvirales;Candidatus Cryosericales;Spirulinales;Thermomicrobiales;Primavirales;Tepidiformales;Tepidisphaerales;Oligosphaerales;Sporichthyales;Kallotenuales;Egibacterales;Thermoflexales;Nakamurellales;Rowavirales;Mindivirales;Oscillatoriales;Bacteroidales;Chlorobiales;Chroococcales;Marinilabiliales;Cytophagales;Gloeobacterales;Candidatus Nanoperiomorbales;Sphingobacteriales;Ignavibacteriales;Rhodothermales;Flavobacteriales;Candidatus Nanosynbacterales;Chitinophagales;Saprospirales;Opalinata;Candidatus Saccharimonadales;Sphaerobacterales;Balneolales;Candidatus Nanogingivales;Haemosporida;Candidatus Saccharimonales;Bunyavirales;Candidatus Sulfidibacteriales;Dictyosteliales
SRR22402365;0;0;6335;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;204095;8682;20;1064;15;0;13;0;23;0;90;38;0;0;12;4;957310;3;0;5;0;9;0;0;324;4;47;0;0;0;7;5;0;0;12;3;78076;0;12;3;0;2;61;0;0;100;413;4;0;0;77;0;0;0;14;0;8;147;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;804;2125;3322;2;27125;454;0;4;502433;0;1551;164566;32;1741;0;6640978;183;47;156;4;27;29;15;1460;142603;0;0;139068;10;4568;0;0;225140;189716;0;0;10;81;0;0;36;10;7135;0;2;1;3;8;126;0;4;0;2;0;1;18;23;0;118;9;0;1;55025;6;0;328;0;0;5;0;0;2;1;13;0;34;0;0;40007;0;0;407844;0;0;0;0;0;0;0;0;0;0;8407;0;0;0;0;1;0;0;2;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25119134;0;0;0;65;0;0;0;1;0;123;151;17;1;0;0;0;0;0;0;0;0;0;0
SRR22402342;6;6;1400;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;737540;157;121;366;69;12;9;0;15;0;320;38;0;1;176;16;37214;4;0;77;3;0;0;0;1287;19;180;0;0;0;28;2;0;1;63;0;183;1;26;62;37;0;215;0;2;261;63;8;0;1;92;0;2;0;17;0;3;127;0;0;0;0;0;0;1;6;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;931;2192;2249;2;65386;1299;0;9;3204162;0;2575;93413;137;1393;0;9980318;283;105;293;4;54;115;0;576;264088;0;1;22245;0;279;0;0;895403;1617970;0;3;40;122;0;12;109;0;12943;15;7;20;0;1;1082;0;22;0;14;2;19;46;85;0;275;1;0;49;966294;7;0;518;0;10;11;2;0;50;1;53;0;132;0;8;0;0;0;284969;5;2;6;0;0;0;0;3;0;0;103002;0;0;0;0;2;0;0;0;9;0;2;0;0;0;0;1;0;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18604586;8;0;0;0;0;0;154;0;0;0;0;0;6;0;0;0;0;8;0;0;0;0;0
SRR22402289;0;0;204137;191;0;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;13;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;63154;242;17;355;64;8;16;3;40;24;235;87;5;0;30;3;70216;3;0;1917;9;5;0;0;761;1;124;0;0;2;87;1;7;1;55;0;1747;0;25;14;0;1;86;0;3;262;153;15;6;0;57;0;0;0;15;0;0;294;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920;6172;1809;17;65976;1358;0;32;434750;0;4937;16167;42;266;0;11094804;525;149;187;2;47;80;11;465;103976;1;0;76180;5;1068;0;3;355864;496361;0;1;28;151;1;1;38;26;139755;1;5;8;2;1;182265;0;4;0;14;1;1;26;23;0;152;38;0;0;165925;5;6;335;0;0;1;4;0;16;0;16;0;83;0;16;489;0;2;5308;56;0;2;0;0;1;0;0;0;0;30182;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;16405081;0;3;0;148;0;0;0;0;0;346;0;35;9;0;4;0;0;0;0;0;0;0;0
SRR15595315;0;0;18164;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;6;2;931;4;0;1;0;1;0;49;6;0;0;1;2;19840;0;0;0;0;0;0;0;79;0;22;0;0;0;1;0;0;0;52;0;79;0;0;0;0;2;13;0;0;22;9;5;0;0;5;0;1;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;0;8102;0;13268;72;0;0;683785;0;1017;0;9;5;49;2645893;380;7;214;7;5;2;0;71;245;0;0;99191;0;34;0;0;258697;23;0;0;0;24;0;0;9;0;0;1;0;1;0;1;35;0;2;1;0;6;0;6;0;0;0;0;0;0;21626;1;0;45;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;37251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;324279;0;0;0;12;0;0;0;0;0;894;0;0;0;0;0;0;0;0;0;35;0;0;0
SRR15595295;0;0;1489;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;643;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;924;26;27;3148;3;30;40;0;233;0;202;45;0;0;239;11;6375422;9;0;0;0;76;0;1;178;8;139;14;0;0;1;1;4;2;11;0;1902;11;1;9;1;3;55;0;0;29;81;1;0;0;73;4;0;0;1;0;0;74;0;0;0;2;0;2;0;0;2;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2500;1;26426;3;116060;812;0;3;600749;0;1489;0;10;0;86;9021810;938;4;708;4;21;25;27;102;971;0;0;57561;0;776;0;0;4441;41;0;1;7;17;0;0;21;0;0;1;0;0;1;7;932;0;0;4;3;1;0;0;4;0;3;0;0;0;38486;1;0;109;0;0;1;0;0;9;0;0;1;7;0;0;10;0;0;45;0;0;0;0;0;0;0;0;0;2;386617;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;197437;2;0;0;8;0;32;7;0;2;13;96;4;0;0;0;0;0;0;0;302;0;0;0
SRR22402343;0;0;128896;0;0;0;0;111;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;44326;11467;468;1592;129;0;98;3;225;0;971;310;19;1;73;53;180201;50;23;757;18;24;0;0;4059;14;625;0;0;0;77;13;90;14;97;210;724;0;17;9;0;3;565;1;2;940;319;72;0;0;387;0;1;0;90;0;0;422;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2658;37992;1792;34;122696;1764;0;11;273332;2;6007;20602;172;2527;0;10094158;704;550;294;3;225;453;18;1121;178466;0;40;19206;1;1871;1;0;219337;680058;0;31;28;652;1;15;404;63;17390;47;31;6;16;141;1129972;0;150;0;105;5;33;20;19;0;17087;167;0;43;15370;51;28;990;1;53;1;1;0;196;0;6;0;419;5;22;69931;0;0;315856;1;0;15;0;2;2;0;0;0;0;24734;4;0;14;2;1;0;0;26;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;13794783;2;0;13;559;0;0;86;0;6;415;0;173;0;0;0;3;1;0;0;0;0;0;0
SRR22402320;0;0;4113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;133889;859;29;462;101;2;0;0;33;1;227;64;0;0;17;3;95232;0;0;1824;0;1;1;0;806;30;165;0;0;0;54;6;3;1;17;9;38476;0;64;4;15;181;245;0;0;246;189;12;0;0;13;0;0;0;17;0;0;233;3;0;0;3;0;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;663;11305;404;23;186465;218;0;66;114808;0;4466;44469;98;499;0;8889978;297;78;268;1;24;95;1;206;112461;0;0;43191;0;509;0;0;217121;564747;0;0;42;61;1;2;83;4;0;0;2;10;46;2;42601;0;12;0;95;0;5;17;10;0;95;11;0;1;7773;12;8;226;0;56;6;0;0;46;0;18;2;136;0;0;17093;0;0;123847;55;0;1;0;0;0;0;0;0;0;17750;11;0;0;0;0;0;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27735041;0;8;11;0;0;0;12;0;0;224;0;74;1;0;0;0;0;0;0;0;0;0;0
SRR15595351;0;0;10188237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;589;5;0;0;8;0;0;9;0;0;0;517;0;4381;0;0;0;0;0;0;0;3;0;7;0;0;0;0;0;0;0;0;0;12;0;0;0;0;3;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;20;0;0;0;103;0;4988;0;0;30;54;1531;1359;0;21;0;0;0;0;33;10;1;0;642;0;0;0;0;128;4;0;0;0;131;0;0;0;0;0;0;0;0;0;25;0;0;0;2;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1026;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595244;0;0;645;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3743;32;13;2275;2;33;35;8;3;0;145;8;2;0;8;8;41744;0;0;0;0;1;0;0;263;1;25;0;0;0;23;1;0;0;20;0;302;0;5;0;2;0;14;0;0;53;22;0;3;0;7;2;0;0;68;0;0;45;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;951;0;7718;4;18523;330;0;0;497350;0;621;0;12;46;71;3840533;3710;23;226;0;16;20;10;97;2988;0;0;47904;0;89;0;0;2107;377;0;2;12;27;0;4;30;0;0;0;0;2;2;2;40626;0;0;0;8;0;0;12;4;0;0;0;0;0;91010;5;0;40;0;0;0;0;0;9;0;0;0;31;0;1;28;0;0;4735;0;0;0;0;0;0;0;0;0;0;42882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;69;3;0;0;24;0;0;0;0;0;0;0;0;0;116;0;0;0
SRR22402326;0;0;11099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;178086;70;5;234;45;3;12;0;9;0;135;85;0;0;13;6;53249;1;0;21;4;0;0;0;534;1;53;3;0;0;6;5;0;0;13;37;24720;1;15;72;0;6;31;0;1;161;122;10;1;0;13;1;0;0;11;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;632;7192;1093;2;27551;278;0;2;601388;0;861;171;35;455;0;6331622;279;42;152;0;13;24;1;128;59948;0;0;356054;0;69;0;0;158020;234082;0;0;9;102;4;0;17;3;4;0;4;1;1;3;103;0;0;0;2;0;0;17;4;0;215;4;0;0;194950;3;0;147;0;10;2;4;0;5;0;3;0;51;0;0;6;0;0;94;0;0;0;0;0;3;0;0;0;0;20440;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16573833;1;2;59;467;0;0;35;0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402282;0;0;9504;0;0;0;0;0;0;0;0;93;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;422;301;5;859;45;0;14;0;4;0;823;39;93;0;1;1;2040;0;0;24;36;43;0;0;1807;6;41;0;0;1;114;1;2;0;40;0;68;0;1;0;0;0;323;1;1;772;49;11;0;0;22;0;1;0;103;1;0;318;0;0;0;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;2374;2765;0;487507;478;0;0;539;0;1550;141622;31;771;0;16960616;204;4;78;1;12;9;0;133;110828;0;0;114649;0;397;0;0;404423;988912;0;0;1;14;0;0;104;0;4;0;0;3;3;4;0;0;0;0;2;1;3;13;2;0;4365;170;0;0;1448;1;0;83;1;0;0;0;0;11;0;0;0;3;0;0;2;0;0;290304;0;0;0;0;0;0;0;0;0;0;75268;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20754608;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402303;0;0;190210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;87681;957;318;1952;281;0;11;3;76;5;1461;370;124;1;86;52;386249;161;0;551;72;1;0;0;5286;2;268;0;0;0;212;0;2;0;35;52;12930;0;6;26;5;1;1129;6;0;2081;3340;4;0;0;153;0;3;1;58;0;7;735;0;0;7;17;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1462;21766;2755;5;52311;2651;0;23;23517;0;3866;8133;191;217;0;9476898;477;185;379;8;128;239;2;705;55387;0;0;55990;0;3149;0;0;35425;448548;0;12;53;268;1;8;507;0;47692;1;1;11;3;1;57250;0;6;0;17;0;8;61;102;0;214;187;0;0;2199;123;6;1304;0;159;6;5;0;150;2;40;0;296;0;15;0;0;0;252291;71;1;1;0;0;0;0;1;0;0;83201;0;0;0;30;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11557158;8;15;31;203;0;0;68;4;0;2688;531;156;0;0;0;0;2;0;0;0;0;0;0
SRR22402354;5;0;14954;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;308;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;317619;112;22;459;20;1;7;1;2;0;218;58;2;1;22;7;37456;0;0;2752;4;12;0;0;517;2;102;8;0;0;108;2;1;0;13;0;1473;0;10;11;0;1;149;0;0;243;156;35;0;0;19;0;2;5;10;0;1;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;888;8448;1166;1;32327;196;7;15;320385;0;3266;1161;62;155;0;8203102;382;104;193;0;19;52;0;199;104485;0;0;40055;0;119;0;0;78315;258717;0;48;9;89;0;3;65;0;1487;0;3;0;4;3;23111;0;0;0;10;0;3;28;40;0;6404;7;0;8;135723;9;1;198;0;0;8;3;0;4;0;11;0;77;0;1;0;0;0;46087;25;0;0;0;0;0;0;0;0;0;33120;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;304;1;0;0;4;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
SRR22402380;0;0;154348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1904;678;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;61476;0;13;85;2;0;16;6;17;0;6;8;0;0;14;1;592994;0;0;751;0;1;0;0;35;3;2;0;0;0;0;0;0;0;6;0;18568;0;12;1;0;0;6;0;0;22;70;2;1;0;12;0;0;0;2;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;649;3561;0;133880;27;0;0;99279;0;698;2;5;420;0;6888192;128;13;231;0;0;1;0;26;9315;0;0;46756;0;240;0;0;569255;68590;8;0;0;6;0;0;2;0;0;0;0;0;0;0;18;0;0;0;1;0;0;0;2;0;0;4;0;0;43562;0;0;4;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;68816;0;0;0;0;0;2;0;0;0;1;36563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23444444;0;3;3;47;0;0;4;0;0;122;0;2;0;0;37;0;0;0;0;0;0;0;0
