Sample;Decapoda;Diptera;Primates;Rosales;Solanales;Tubulidentata;Salmoniformes;Asterales;Rodentia;Sapindales;Apiales;Carnivora;Zingiberales;Brassicales;Fagales;Testudines;Gobiiformes;Malpighiales;Poales;Accipitriformes;Eurotiales;Artiodactyla;Comatulida;Arecales;Hymenoptera;Asparagales;Cypriniformes;Ostreida;Squamata;Fabales;Macroscelidea;Malvales;Amphipoda;Lamiales;Vitales;Cucurbitales;Acipenseriformes;Ceratodontiformes;Ranunculales;Caryophyllales;Siphonaptera;Chiroptera;Passeriformes;Mycosphaerellales;Galliformes;Diprotodontia;Dermoptera;Xylariales;Helotiales;Hemiptera;Ixodida;Lepidoptera;Hypocreales;Venerida;Rajiformes;Perissodactyla;Ericales;Pelecaniformes;Neuroptera;Proteales;Mugiliformes;Eulipotyphla;Didelphimorphia;Orthoptera;Phthiraptera;Myrtales;Characiformes;Kurtiformes;Cuculiformes;Gymnophiona;Psittaciformes;Rhynchobdellida;Siluriformes;Gruiformes;Strigeidida;Beloniformes;Scandentia;Microbiotheria;Octopoda;Anura;Chaetothyriales;Araneae;Diaporthales;Apodiformes;Polypteriformes;Cichliformes;Lamniformes;Carcharhiniformes;Pilosa;Anseriformes;Columbiformes;Apusomonadida;Thiotrichales;Mycoplasmoidales;Burkholderiales;Synergistales;Chromatiales;Pseudomonadales;Spirochaetales;Deferribacterales;Methylococcales;Pelagibacterales;Alteromonadales;Kosmotogales;Sphingomonadales;Oceanospirillales;Nevskiales;Endomicrobiales;Vibrionales;Acidobacteriales;Enterobacterales;Cellvibrionales;Sneathiellales;Moraxellales;Aquificales;Cardiobacteriales;Parvularculales;Thermodesulfovibrionales;Hyphomicrobiales;Legionellales;Xanthomonadales;Bryobacterales;Rhodothalassiales;Kordiimonadales;Rickettsiales;Acidithiobacillales;Petrotogales;Hydrogenophilales;Thermotogales;Thermodesulfobacteriales;Pasteurellales;Orbales;Rhodocyclales;Nitrosomonadales;Maricaulales;Brachyspirales;Rhodospirillales;Emcibacterales;Blastocatellales;Rhodobacterales;Fusobacteriales;Leptospirales;Desulfurobacteriales;Micropepsales;Aeromonadales;Coprothermobacterales;Hyphomonadales;Holosporales;Caulobacterales;Thermoplasmatales;Thermoanaerobaculales;Neisseriales;Nitrospirales;Bdellovibrionales;Salinisphaerales;Chrysiogenales;Magnetococcales;Silvanigrellales;Acanthopleuribacterales;Holophagales;Bacteriovoracales;Calditrichales;Mesoaciditogales;Kangiellales;Vicinamibacterales;Mariprofundales;Brevinematales;Iodidimonadales;Immundisolibacterales;Thermotomaculales;Methanomassiliicoccales;Elusimicrobiales;Acidiferrobacterales;Arenicellales;Dictyoglomales;Diplomonadida;Methanonatronarchaeales;Oligoflexales;Ferrovales;Kiloniellales;Thermococcales;Micrococcales;Tubulavirales;Actinomycetales;Entomoplasmatales;Erysipelotrichales;Campylobacterales;Isosphaerales;Acidimicrobiales;Bifidobacteriales;Pleurocapsales;Bacillales;Crassvirales;Thermoanaerobacterales;Petitvirales;Sulfolobales;Eubacteriales;Corynebacteriales;Desulfuromonadales;Propionibacteriales;Geodermatophilales;Micromonosporales;Myxococcales;Glycomycetales;Streptomycetales;Desulfovibrionales;Herpesvirales;Syntrophorhabdales;Lactobacillales;Armatimonadales;Tissierellales;Haloplasmatales;Nautiliales;Coriobacteriales;Caudovirales;Picornavirales;Frankiales;Nostocales;Streptosporangiales;Thermogemmatisporales;Caldilineales;Deinococcales;Bacteroidetes Order II. Incertae sedis;Victivallales;Opitutales;Pseudanabaenales;Rubrobacterales;Acholeplasmatales;Synechococcales;Verrucomicrobiales;Haloferacales;Limnochordales;Gemmatales;Halanaerobiales;Chloroflexales;Durnavirales;Thermales;Desulfobacterales;Vampirovibrionales;Candidatus Borkfalkiales;Fibrobacterales;Actinopolysporales;Solirubrobacterales;Veillonellales;Anaerolineales;Natrialbales;Selenomonadales;Jiangellales;Halobacteriales;Kineosporiales;Pirellulales;Catenulisporales;Mycoplasmatales;Ktedonobacterales;Longimicrobiales;Chlamydiales;Pseudonocardiales;Anaeroplasmatales;Thermosediminibacterales;Methanobacteriales;Cremevirales;Nitrospinales;Acidaminococcales;Gemmatimonadales;Imitervirales;Puniceicoccales;Fimbriimonadales;Parachlamydiales;Syntrophobacterales;Herpetosiphonales;Motilibacterales;Cirlivirales;Planctomycetales;Eggerthellales;Desulfarculales;Chroococcidiopsidales;Ardenticatenales;Sedimentisphaerales;Chthonomonadales;Ortervirales;Amarillovirales;Vinavirales;Kiritimatiellales;Syntrophales;Chitinivibrionales;Desulfuribacillales;Nidovirales;Thermolithobacterales;Natranaerobiales;Dehalococcoidales;Chitinispirillales;Methanosarcinales;Methanomicrobiales;Phycisphaerales;Bradymonadales;Kalamavirales;Desulfurellales;Euzebyales;Zurhausenvirales;Nitriliruptorales;Cryptosporangiales;Lentisphaerales;Candidatus Nanopelagicales;Piccovirales;Ghabrivirales;Gaiellales;Methanococcales;Caldisericales;Thermoproteales;Acidilobales;Algavirales;Terrimicrobiales;Thermoleophilales;Chitovirales;Egicoccales;Trueperales;Geplafuvirales;Tolivirales;Chthoniobacterales;Tichowtungiales;Culicoidibacterales;Sepolyvirales;Candidatus Cryosericales;Spirulinales;Thermomicrobiales;Primavirales;Tepidiformales;Tepidisphaerales;Oligosphaerales;Sporichthyales;Kallotenuales;Egibacterales;Thermoflexales;Nakamurellales;Rowavirales;Mindivirales;Oscillatoriales;Bacteroidales;Chlorobiales;Chroococcales;Marinilabiliales;Cytophagales;Gloeobacterales;Candidatus Nanoperiomorbales;Sphingobacteriales;Ignavibacteriales;Rhodothermales;Flavobacteriales;Candidatus Nanosynbacterales;Chitinophagales;Saprospirales;Opalinata;Candidatus Saccharimonadales;Sphaerobacterales;Balneolales;Candidatus Nanogingivales;Haemosporida;Candidatus Saccharimonales;Bunyavirales;Candidatus Sulfidibacteriales;Dictyosteliales
SRR15595303;0;0;174;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;1;0;0;0;0;25;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1154;74;77;7455;6;2;0;2;15;1;231;24;0;0;74;9;26967;0;0;0;0;0;0;0;555;0;84;0;0;0;0;2;3;0;13;9;1072;0;9;2;16;8;53;0;1;125;35;2;0;0;27;0;0;0;12;0;0;78;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;0;3668;25;96416;167;0;3;1969055;0;1048;0;20;4;192;951653;973;39;269;2;40;32;5;218;13798;0;0;104153;0;32;0;0;665125;54;0;1;12;28;0;4;28;2;21;2;0;8;4;3;527;0;2;3;1;10;0;25;9;0;0;13;0;0;656575;12;0;63314;0;11;0;58;0;31;0;6;0;72;0;1;9418;0;0;1856;0;0;0;0;0;1;0;0;0;0;11119;0;0;1;1;0;0;0;0;3;0;0;0;0;0;0;8;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;10;0;0;12;18;0;0;74;11;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402379;21;0;26842;0;0;0;0;0;13;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;152546;68;2;137;24;0;7;0;4;0;59;9;0;0;3;1;5646;1;2;841;11;1;0;0;187;2;19;0;0;0;18;0;2;0;13;0;31887;2;10;41;0;11;20;1;0;90;212;4;1;0;7;0;0;0;1;9;0;160;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;220;0;0;0;0;0;0;0;0;0;0;228;2707;305;1706;47232;289;0;0;292542;0;2817;708;55;210;0;8285769;117;5;67;0;2;12;0;50;48406;0;0;70831;0;226;0;15;1272;107899;0;0;39;23;0;1;479;1;0;0;0;5;59;0;22030;0;0;0;9;0;5;0;14;0;73;17;0;0;151241;20;0;67;0;12;0;0;0;15;4;0;0;9;1343;2;0;0;0;183;0;0;0;0;0;0;0;0;7;0;195121;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;183;0;0;3;0;0;163;0;52;0;4784;0;0;0;0;0;0;0;0;0
SRR22402304;0;0;29623;0;0;0;0;0;0;0;97;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;50;49842;124;142;677;21;0;27;8;32;0;396;77;3;0;19;4;1231163;9;0;196;4;4;0;0;966;4;141;0;0;0;11;1;0;3;31;1;15689;1;13;48;7;66;139;0;0;363;37;12;0;1;31;0;1;0;24;0;0;276;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;941;4895;857;80;82946;522;0;2;111779;0;2164;32218;43;75;0;12118597;246;27;173;6;98;101;0;329;6642;0;0;91447;0;105;0;13;95552;269609;0;5;24;57;0;9;60;28;4815;3;4;14;63;8;450002;0;5;0;32;9;3;13;7;0;166;41;2;0;145327;24;1;219;0;1;0;3;0;71;0;10;1;118;0;8;0;0;0;172;3;0;0;1;0;0;0;0;0;0;103316;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8957252;2;0;0;0;0;0;0;0;0;139;60;182;0;6048;0;0;0;0;0;0;0;0;0
SRR22402350;0;1;9859;0;0;0;0;0;10;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;549417;168;149;638;323;4;47;0;19;0;1196;227;52;0;41;0;1985;64;0;208;63;27;0;0;3290;5;109;117;0;0;242;7;0;4;34;2;2921;0;37;56;0;51;727;0;0;962;160;3;0;1;72;0;2;142;46;0;0;390;8;0;0;4;12;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1372;4411;2390;14;73080;703;2;38;217371;6;3100;57837;245;4008;0;10812899;551;139;421;8;64;156;0;378;357628;1;0;18957;0;471;0;1;43832;760327;1;2;51;73;0;27;185;11;407825;3;5;7;34;18;479;0;5;0;3;0;19;57;99;3;1421;66;0;2;243584;16;0;769;0;50;8;12;0;19;1;26;0;89;0;14;118077;0;0;114;0;0;0;0;0;0;0;0;7;9;159388;2;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;69;417;3;7;84;0;9;380;567;64;4;0;25;0;0;0;0;0;0;0;0
SRR22402268;2;0;152999;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;2577;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;235842;26;204;310;41;0;0;5;3;0;170;128;0;2;11;14;72184;2;0;23;0;368;0;0;618;1;38;0;0;0;5;0;0;0;3;0;124030;1;1;104;0;16;63;0;0;309;7229;0;2;0;5;1;0;0;4;0;0;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1092;2346;6775;1;36434;3176;0;0;138571;0;1013;447119;17;488;0;7474241;331;30;143;6;26;5;6;302;117813;0;0;577327;0;875;0;1;190210;291160;0;1;6;86;0;0;46;0;7;3;0;1;3;0;283;7;0;0;0;0;8;13;11;0;84;7;0;0;983084;35;0;13591;0;0;0;0;0;3;0;0;0;3;0;2;0;0;0;211;0;0;0;0;0;0;0;0;0;0;134339;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19105474;0;6;3;547;0;0;4;1;0;65;0;1443;0;0;0;0;0;0;0;0;0;0;0
SRR22402297;0;0;34941;25;0;0;2;0;0;0;0;4;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;287368;220;134;2691;10;0;0;1;159;0;215;86;5;0;37;13;3111;2;0;66;2;7;0;0;711;3;105;0;0;0;78;23;0;0;46;13;51;0;71;119;22;0;120;0;0;115;27;26;1;0;36;1;0;0;3;0;0;43;0;0;0;1;0;0;0;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541;4464;662;2;335468;99;3;17;9845;0;2309;118040;14;416;0;10158221;456;48;181;0;35;188;9;281;6627;0;0;22151;0;272;0;0;1879;1058741;0;2;13;222;0;11;46;5;36;18;5;9;3;1;182;0;11;2;12;0;8;60;6;0;180;6;0;0;315;48;0;115;0;0;3;0;0;1;0;28;3;31;0;4;15;0;0;129893;0;0;1;1;0;1;0;0;0;0;141182;0;0;0;0;0;1;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40089968;0;1;41;852;0;0;0;1;1;426;55;192;1;0;0;0;0;0;0;0;0;0;0
SRR22402317;0;0;1933;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;52;163574;3762;51;350;178;0;10;33;29;1;208;79;0;0;20;12;6155;12;1;176;3;23;0;0;763;15;171;0;0;0;21;1;69;0;63;0;9629;0;15;7;27;9;224;0;0;245;275;63;1;0;90;1;0;9;21;0;0;77;0;0;0;0;3;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1113;7194;668;20;52363;349;5;24;135369;0;3892;11718;158;429;0;8459778;251;71;188;5;58;61;1;343;216544;0;0;13553;0;719;0;1;110996;457968;0;13;39;59;13;13;38;2;17921;7;6;3;12;16;712;0;6;7;39;1;8;15;142;0;4559;22;0;0;74601;13;0;517;0;29;9;0;0;85;0;8;0;81;0;49;30379;0;0;72001;23;0;0;0;0;2;0;0;0;0;40691;3;0;0;0;4;0;0;0;5;0;0;4;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11174059;0;15;34;0;0;0;56;0;0;520;86;140;5;0;0;0;0;0;0;0;0;0;0
SRR15595353;0;0;6626508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;1857;0;0;0;2;0;0;0;0;0;0;44;0;3751;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;47;0;0;31;0;2323;0;0;0;0;703;925;0;0;0;0;0;0;15;2;1;0;300;0;0;0;0;28;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595257;0;0;464;0;0;0;12;0;43;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;6409;4967;58;4197;43;1;1;2;20;1;347;74;0;1;39;45;126167;2;0;0;1;1;0;0;767;14;160;21;0;0;51;0;12;0;61;0;439;2;3;4;10;6;115;0;0;229;112;2;2;0;44;1;1;0;43;0;0;61;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1924;0;15900;100;42373;425;0;6;1123185;0;2704;0;75;380;322;6203178;1369;68;697;17;124;148;21;555;101052;0;3;115596;0;169;0;0;297870;250;0;0;6;75;0;2;105;1;99;0;0;0;24;30;61970;16;37;2;9;0;0;32;14;0;85;3;0;1;72803;23;0;549;0;10;2;0;0;144;4;9;0;123;0;1;57112;0;0;62576;9;0;1;0;0;7;0;0;0;0;40159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3178065;8;0;5;65;0;0;32;0;2;284;10;63;2;0;0;3;0;0;0;63;0;0;0
SRR15595248;0;0;7621;27;0;0;0;0;117;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;496;73;11;6914;14;4;1;0;3;0;82;5;1;0;74;0;11931;0;0;0;0;0;0;0;129;2;56;0;0;0;92;0;0;0;35;4;534;0;1;8;5;14;16;0;0;61;42;11;2;0;14;0;0;0;4;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;415;0;5761;2;222059;78;0;1;188087;0;1756;0;143;87;78;4153340;776;8;210;0;21;2;2;80;23760;0;0;28732;0;419;0;0;625853;504;0;2;3;46;0;2;24;0;4;0;0;1;3;13;62361;0;2;0;16;4;0;14;1;0;0;2;1;0;5227;16;0;418;0;0;0;0;0;132;0;0;9;16;0;3;46;0;0;289;0;0;0;0;0;0;0;0;0;0;28634;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477723;6;0;2;40;0;0;5;0;1;814;0;77;0;0;0;0;0;0;0;0;0;0;0
SRR15595305;0;0;593;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7168;36;16;4463;13;0;2;4;16;0;107;5;0;0;90;10;47053;0;0;0;0;0;0;0;234;9;65;0;0;0;52;0;3;0;11;0;578;0;12;1;8;5;47;0;0;164;43;29;0;0;33;3;1;0;13;0;0;70;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1392;0;9227;21;141235;120;4;1;9684;0;1172;0;11;0;180;2810400;2177;28;449;1;12;15;1;142;8119;0;0;32630;2;117;0;0;213361;34475;0;2;11;36;0;2;30;0;39;1;0;1;8;4;604;0;6;5;11;1;0;7;5;1;0;2;1;0;5783;3;0;212;0;0;0;0;0;26;9;2;1;38;6;0;14511;0;1;4176;0;0;0;0;0;0;1;0;0;0;26957;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;38;1;0;12;0;2;68;0;35;0;0;0;0;1;0;0;26;0;0;0
SRR22402349;0;0;3718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;41574;19;64;405;24;1;0;0;12;1;327;80;2;0;9;1;4375;1;0;3;21;1;0;0;585;1;61;0;0;0;11;1;0;17;4;11;4863;0;57;85;1;2;100;0;0;137;21461;7;1;0;1;0;0;2;8;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;3616;360;4;34120;593;0;2;44547;0;1066;9172;28;419;0;2074826;193;27;77;0;11;57;2;212;365068;0;0;8579;0;238;0;0;49200;138931;0;0;1;104;0;0;23;1;6663;0;3;4;2;4;272;0;2;0;1;0;0;7;19;0;65;16;0;0;394658;8;0;176;0;6;6;1;0;4;0;6;0;38;0;0;0;0;0;26;0;0;0;0;0;0;0;1;0;0;5904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28301014;2;0;37;577;0;0;10;2;0;74;19;578;0;0;28;0;0;0;0;0;0;0;0
SRR22402273;0;1;196809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;1063886;540432;126;2417;171;5;3;3;140;0;279;31;0;0;100;0;170720;2;1;1270;0;19;0;0;858;9;86;1;0;0;85;1;0;2;147;2;1523;2;10;52;22;8;248;2;1;228;268;22;0;0;22;0;0;0;12;0;0;133;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1396;9004;4404;2;436442;854;4;93;3388826;0;6829;40209;41;540;0;25456822;951;208;647;3;56;138;0;618;524968;0;0;53575;0;1487;0;1;2365;1014792;0;43;132;74;0;0;69;33;1;4;9;11;145;1;692;0;0;40;18;0;15;46;10;0;0;2;0;0;659967;0;0;729;0;122;18;5;0;158;0;41;0;129;0;115;0;0;0;1245;0;0;0;0;1;0;0;0;0;0;187489;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;55318018;1;0;15;288;0;0;8;3;0;131;270;241;0;0;0;0;1;0;0;0;0;0;0
SRR15595329;0;0;4849032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1400;0;0;0;3;0;0;0;0;0;0;13;0;1930;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;9;0;0;0;23;0;1844;0;0;0;29;350;588;0;0;0;0;0;0;13;0;1;0;213;0;0;0;0;18;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;15;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
