Sample;Mammalia;Dipnotetrapodomorpha;Insecta;Actinopteri;Aves;Malacostraca;Lepidosauria;Chondrichthyes;Amphibia;Arachnida;Cladistia;Thermoanaerobaculia;Zetaproteobacteria;Oligoflexia;Gammaproteobacteria;Alphaproteobacteria;Synergistia;Nitrospira;Chrysiogenetes;Deferribacteres;Acidobacteriia;Hydrogenophilalia;Holophagae;Betaproteobacteria;Acidithiobacillia;Coprothermobacteria;Aquificae;Fusobacteriia;Vicinamibacteria;Thermodesulfovibrionia;Thermotogae;Spirochaetia;Thermodesulfobacteria;Blastocatellia;Endomicrobia;Thermoplasmata;Elusimicrobia;Calditrichia;Thermococci;Dictyoglomia;Calditrichae;Methanonatronarchaeia;Dehalococcoidia;Faserviricetes;Phycisphaerae;Thermolithobacteria;Actinomycetia;Epsilonproteobacteria;Caudoviricetes;Coriobacteriia;Planctomycetia;Chthonomonadetes;Nitriliruptoria;Chitinivibrionia;Ktedonobacteria;Thermoleophilia;Acidimicrobiia;Chitinispirillia;Lentisphaeria;Deinococci;Duplopiviricetes;Tissierellia;Revtraviricetes;Limnochordia;Bacilli;Verrucomicrobiae;Fibrobacteria;Chlamydiia;Terrimicrobia;Methanobacteria;Megaviricetes;Kiritimatiellae;Pisoniviricetes;Mollicutes;Deltaproteobacteria;Anaerolineae;Chloroflexia;Thermoprotei;Malgrandaviricetes;Erysipelotrichia;Clostridia;Ardenticatenia;Negativicutes;Halobacteria;Rubrobacteria;Methanomicrobia;Arfiviricetes;Gemmatimonadetes;Nitrospinia;Longimicrobia;Thermomicrobia;Opitutae;Caldilineae;Herviviricetes;Tectiliviricetes;Tichowtungiia;Armatimonadia;Bigyra;Papovaviricetes;Spartobacteria;Quintoviricetes;Desulfuribacillia;Tolucaviricetes;Fimbriimonadia;Pokkesviricetes;Tokiviricetes;Caldisericia;Repensiviricetes;Eumycetozoa;Candidatus Thermofonsia;Culicoidibacteria;Chrymotiviricetes;Methanococci;Vidaverviricetes;Flasuviricetes;Oligosphaeria;Thermoflexia;Tepidiformia;Candidatus Cryosericia;Balneolia;Cytophagia;Candidatus Nanoperiomorbia;Flavobacteriia;Saprospiria;Chlorobia;Sphingobacteriia;Bacteroidia;Rhodothermia;Ignavibacteria;Candidatus Saccharimonadia;Chitinophagia;Gloeobacteria;Candidatus Saccharimonia;Candidatus Nanosyncoccalia;Ellioviricetes;Aconoidasida;Demospongiae;Chlorophyceae;Hydrozoa;Oligohymenophorea
SRR22402305;329417;0;0;0;0;0;0;0;0;0;0;2;0;0;23049;2535;27;0;0;1;12;0;0;4197;0;0;1;95;0;0;42;41;0;0;0;0;0;0;0;0;0;0;0;1324;0;0;629641;741;164511;289466;135;0;1;0;0;105;0;0;0;44;0;631;0;1;1798572;131;3;4;0;3;0;0;1;18;279;0;0;0;63;126984;10469995;0;134854;6;4;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1014;0;175;92;0;13;13478656;0;0;0;64;0;0;0;0;0;0;0;0;0
SRR15595350;1422;1432;0;1;0;0;0;0;0;0;0;0;0;1;171606;1608;599;0;0;0;17;0;0;2692;1;0;1;102;0;0;35;40;10;2;0;0;0;0;0;0;0;0;0;177;1;0;481947;178;124;278810;20;0;1;0;1;6;1;0;47;147;0;460;0;0;12041;345134;69;4;0;16514;0;1;0;20;54859;3;0;72;15;152866;2519216;1;27892;76;0;88;0;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;0;223;0;11;15;1337029;0;1;0;204;0;60;0;0;0;0;0;0;0
SRR22402341;220740;0;0;0;0;0;0;0;0;0;0;0;0;0;1154634;1277;16;0;0;8;0;0;0;1706;0;2;0;24;0;0;20;48;0;2;1;0;0;0;0;0;0;0;0;2397;0;0;1140267;1831;243571;234598;9;0;0;0;0;0;0;0;0;9;24;1194;0;0;31856;118;2;0;0;0;1;0;0;3;99;0;0;0;1039;187808;13446183;0;173675;6;2;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;66;0;0;13;16943357;0;1;103;2358;0;0;0;0;0;0;0;0;0
SRR22402255;10558;0;0;0;0;23;0;0;0;0;0;0;0;0;19439;9178;404;0;2;8;6;0;0;85710;12;0;11;153;0;0;36;60;0;0;0;0;0;0;0;0;0;0;1;3662;1;0;393987;902;533425;109096;6;0;1;0;0;0;50;0;15;97;3;216;0;8;62278;100058;80;0;0;0;10;0;0;52;64229;17;1;0;237;31185;6367946;6;389188;0;12;0;61;0;0;41;0;649;0;0;63;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;225;0;121;2;68;8;18187979;1;2;102;18;0;0;0;0;0;0;0;0;0
SRR22402359;292458;0;7;0;0;0;0;0;0;0;0;6;2;0;272679;5522;12935;0;0;1;12;2;28;148929;21;0;0;886;0;0;68;220;0;8;1;0;0;0;0;0;0;0;5;2474;2;0;234468;10031;666059;227521;9;0;2;0;3;0;53;0;31642;201;6;7155;0;77;36729;559353;4;7;0;64359;0;1;0;67;58429;84;6;0;346;71186;9024466;0;392080;387;38;0;0;55;0;24;2;7;15;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;0;485;1;8;188;10689054;0;0;105;5582;0;0;0;0;0;0;0;0;0
SRR15595301;444;449;0;8;0;0;0;0;0;0;0;0;0;0;35913;2561;144;2;0;42;2;0;3;1893;5;1;2;172;0;0;43;148;7;1;0;0;0;0;0;2;0;0;2;0;0;0;311039;231;3188;145979;55;0;0;0;10;2;1;0;24;135;0;178;0;7;17729;470691;6;0;2;0;7;0;0;150;109300;27;1;193;18;43381;4057649;1;769012;84;19;1;0;3;0;1;0;2;7;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;138;12;164;0;13;12;1279425;0;0;0;64;0;16;0;0;0;0;0;0;0
SRR22402287;7692;0;32;0;0;0;2;0;0;0;0;1;4;0;933429;12514;2675;12;0;33;25;8;8;244190;20;1;55;552;0;0;114;361;245;12;2;0;0;0;0;0;0;0;0;57067;16;0;489337;861;979103;90615;106;5;8;1;34;12;147;0;44775;510;4;1300;1;57;52765;340845;60;2;0;91244;0;0;0;717;205878;215;3;0;3718;66713;12973547;0;374307;384;7;0;4;0;0;48;0;3;8;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2272;0;874;6;13;282;18020011;1;1;45;473;2;0;0;0;0;0;0;0;0
SRR22402325;372658;0;0;56;9;0;0;0;0;0;0;0;0;10;114034;4188;207;0;0;6;30;2;21;206711;0;3;4;271;0;0;32;366;173;10;0;32;0;0;0;0;0;0;48;74096;0;0;275838;1022;873639;282291;34;0;0;0;0;0;12;13;1247;46;0;464;0;7;266391;180;65;8;0;0;8;1;2;19;116427;13;0;0;3439;78334;18583516;0;522052;22;4;0;0;0;0;0;0;0;23;0;0;0;3;7595;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;0;613;26;92;313;39580955;0;3;880;135;0;0;0;0;0;0;0;0;0
SRR15595250;13723;13831;0;1;0;0;0;0;0;0;0;0;0;0;166838;374;4;0;0;0;2;0;0;2041;0;7;1;128;0;0;10;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250027;291;262;863933;2;0;1;0;0;1;1;0;0;5;0;228;0;0;65151;1291324;0;1;0;99;0;0;0;11;1459;2;2;161;4;152253;15432118;0;33727;0;6;174;0;0;0;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;22;12;220;0;0;27;320608;1;0;0;56;0;124;0;0;0;0;0;0;0
SRR15595285;2792;2810;0;2;0;3;0;0;0;0;0;0;0;0;40367;1761;98;0;0;11;12;1;0;2480;0;1;1;46;3;0;31;69;0;0;0;0;0;0;0;2;0;0;5;0;0;0;122797;266;3528;319358;7;1;1;0;24;0;0;0;31;136;0;195;0;5;107318;350512;8;0;0;123;0;0;0;23;9232;46;1;256;18;230719;5550925;1;39170;0;19;349;0;2;0;4;0;3;13;0;0;0;6;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;157;58;112;4;0;15;1344605;0;6;0;588;0;0;19;0;0;0;0;0;0
SRR22402258;3760;0;0;0;0;0;0;0;10;0;0;0;0;0;32079;332;2036;0;0;1;0;0;2;168698;0;0;0;263;0;0;8;137;0;2;0;0;0;0;0;0;0;0;0;1320;0;0;106444;187;147550;66409;4;1;0;0;0;0;0;0;0;14;2;219;0;0;120406;114;4;0;0;7834;0;0;0;32;33235;0;0;0;1691;15171;3725151;0;111466;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;310;0;1;231;14246087;0;0;19;65;0;0;0;0;0;0;0;0;0
SRR15595348;5406296;5455577;0;0;0;0;0;0;0;0;0;0;0;0;6633;29;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1672;5;0;170;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3909;0;0;0;0;0;0;0;0;1;0;0;0;37;0;0;1521;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1494;0;0;0;221;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402339;30265;0;0;1;0;0;0;0;0;0;0;5;0;1;21532;28399;180;0;37;2;4;0;7;737510;17;0;139;414;0;0;65;262;6;6;0;0;0;0;0;0;0;0;4;7798;39;0;205513;281;592551;249959;68;2;9;0;1;4;54;0;6;349;6;295;0;3;20386;172;363;5;0;13311;12;0;0;123;118175;15;3;0;1343;69644;16309239;0;206945;132;12;1;2;52;0;13;0;19;8;0;7;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;0;527;0;5;26;13748068;0;0;1059;61;0;0;43;0;0;0;0;0;0
SRR22402340;47282;0;0;0;0;0;0;0;0;0;0;11;0;5;303068;2402;109;0;0;0;2;1;1;390402;8;0;5;584;0;1;48;84;0;19;0;0;0;0;0;0;0;0;2;4462;4;0;410376;3965;360228;399758;35;2;0;3;0;1;6;0;18547;122;11;3054;0;2;44383;1350;6;0;0;0;0;2;0;16;232582;0;1;0;3956;74223;9114886;0;361024;58;8;0;0;0;0;28;1;24;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;0;188;2;0;18;18721996;0;1;600;15;0;0;0;0;0;0;0;0;0
SRR22402375;2857;0;0;0;0;0;0;0;0;0;0;0;0;0;418314;116;2;0;0;0;1;1;0;139265;0;1;0;180;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;1525;0;0;145197;297;104607;161828;0;0;0;0;0;0;0;1;0;1;0;25;0;0;22281;139;1;0;0;0;0;0;1;2;12040;1;0;0;433;6053;1530072;0;2332073;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;120;0;50;2;0;16;18584231;0;0;316;91;0;0;0;0;0;0;0;0;0
SRR22402385;1283269;0;0;0;0;0;0;0;0;0;0;6;0;3;482719;7123;578;0;0;20;76;4;1;413932;24;0;4;53;0;0;104;216;7;19;0;5;2;0;0;0;0;0;13;11467;0;0;289316;571;641879;464179;22;3;1;0;162;1;4;0;0;247;7;2762;0;46;251067;670744;178;4;0;102012;6;0;0;534;707713;109;0;0;609;736303;28966335;1;552859;147;13;0;2;1;1;0;0;122;13;0;39;0;13;2387;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;389;0;664;0;24;46;26326226;5;6;994;74;0;0;0;0;0;0;0;0;0
SRR22402274;27642;0;0;16;0;0;0;0;0;0;0;0;0;0;1675764;381;20;0;0;0;2;0;0;567985;0;2;0;35;0;0;21;43;0;1;0;0;0;0;0;0;0;0;0;9349;0;0;1322595;163;169277;771861;1;1;0;0;0;0;1;0;0;4;0;128;0;0;126508;9;0;0;0;0;0;0;0;12;29222;0;0;0;199;96832;12960643;0;28327;2;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;65;0;1;3;8891324;0;0;0;103;0;0;0;0;0;0;0;0;0
SRR22402330;380377;0;0;0;0;0;0;0;0;0;0;0;0;0;151937;6873;233;0;1;0;44;0;11;120458;0;0;16;13441;0;0;20;136;0;0;0;0;0;0;0;0;0;0;70;8432;0;0;72793;1080;657587;92765;107;0;0;0;0;0;3;0;0;213;10;4855;0;53;17021;632;5;0;0;6;0;0;0;374;192798;160;0;0;1513;70963;8249393;0;264828;182;26;0;0;0;1;40;0;3;10;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;288;5;233;0;1;7;19021172;0;0;214;28;0;0;0;0;0;0;0;0;0
SRR22402327;12438;0;2;0;0;0;0;1;0;0;0;0;3;5;111494;4859;3702;0;3;2;3;1;2;100535;3;0;13;288;0;0;69;83;0;8;0;1;0;0;0;0;0;0;0;4790;2;0;8759;330;297510;163197;0;2;4;1;1;0;1;0;40044;104;1;306;0;3;85853;181586;43;0;0;30952;8;0;0;58;116781;5;2;0;270;80622;8428768;0;113127;61;2;0;0;2;0;12;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;387;0;287;0;11;32;12672739;7;0;149;105;0;0;0;0;0;0;0;0;0
SRR15595340;10784992;10887143;0;0;0;0;0;0;0;0;0;0;0;0;12210;85;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2786;9;2;245;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5479;48;0;0;0;0;0;0;0;0;2;0;0;44;25;85;1355;0;40;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;42;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402308;713632;0;6;0;0;0;0;0;0;0;0;5;30;2;133263;28239;293433;7;0;1;157;23;19;128090;15;0;10;2872;12;0;413;425;1;33;0;0;3;0;0;0;0;0;31;5691;0;13;4186875;11819;1574457;528585;94;1;0;2;83;10;219;0;2201;3752;13;4776;0;10;164037;695366;77;15;0;156457;0;4;0;1066;333080;107;21;0;11105;125264;11323396;0;251186;665;73;16;0;237;1111;35;2;134;70;0;0;0;297;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1257;0;914;96;1;27;11847791;2;0;106;4642;0;0;0;0;0;0;0;0;0
SRR22402360;579764;0;0;0;0;0;0;0;0;0;0;0;0;0;23316;14188;69;0;9;1;2;0;0;257783;5;23;42;406;0;0;33;562;7;8;0;0;0;0;0;0;0;0;1;7969;14;0;96949;463;897544;92837;6;0;39;0;0;0;68;0;21;92;23;878;0;18;30627;120510;62;3;0;0;0;1;3;940;50257;7;0;0;712;40536;9022691;0;240217;151;11;0;0;59;0;0;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;256;8;2;21;14390025;3;3;20;41;0;0;0;0;0;0;0;0;0
SRR15595261;17238;17349;0;0;0;0;0;0;0;0;0;0;0;0;124695;86;4;0;0;0;0;0;1;1082;3;1;0;11;0;0;2;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;208819;21;101;296759;0;0;0;0;0;0;0;0;0;6;0;96;0;0;9000;45;1;0;0;0;0;0;0;2;30526;0;3;0;0;25760;1667387;0;12663;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;1;0;4;0;1539750;0;0;0;24;0;0;0;0;0;0;0;0;0
SRR15595319;1003;1011;0;0;1;0;0;0;0;0;0;0;0;0;32819;164;3;0;0;0;0;0;0;407;1;0;1;123;0;0;14;29;0;0;0;0;0;0;0;0;0;0;1;2;0;0;678342;194;200;287859;0;0;0;0;0;0;0;0;0;4;0;203;0;0;33355;645;1;0;0;4;0;0;0;3;324;0;1;85;11;9185;3341375;0;16160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;52339;0;0;0;5;0;42;0;0;0;0;0;0;0
SRR15595313;615;621;0;0;0;0;0;0;0;0;0;1;0;2;20290;1132;49;0;0;0;8;0;1;1738;4;6;2;140;0;0;50;64;15;0;0;0;0;0;0;0;0;0;4;1;0;0;1484219;130;1236;664547;16;1;11;0;0;0;0;0;145;140;0;117;0;2;105377;16342;1;7;0;18;0;1;0;33;5106;18;17;79;2;96153;4855946;0;338552;8;4;0;0;0;0;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;3;97;0;0;20;2158024;0;1;0;278;0;482;0;0;0;0;0;0;0
SRR15595307;2280;2325;0;5;0;0;0;0;0;0;0;0;0;0;1821928;157;3;0;0;0;1;0;1;5594;0;0;1;68;0;0;9;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3269004;52;358;139930;1;1;1;0;0;0;0;0;0;11;0;629;0;0;933295;389;2;1;0;37;0;0;0;10;231;0;1;38;0;103061;4664358;0;88508;9;1;56;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;20;1;1;47;542504;0;0;0;4;0;97;0;0;0;0;0;0;0
SRR15595341;1316;1325;0;0;0;0;0;0;0;0;0;0;0;0;139786;312;16;0;0;0;0;0;0;862;2;0;0;8;0;0;13;11;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1395941;54;122;358136;1;0;0;0;0;0;1;0;8;15;0;19;0;2;49085;9060;0;0;0;19419;0;0;0;11;33018;0;2;83;2;91400;2175472;0;1669;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;23;0;2;4;893781;0;0;0;6;0;0;0;0;0;0;0;0;0
SRR22402291;158633;0;735;12;20;0;0;0;0;0;0;0;1;0;486437;14605;366;9;11;518;29;3;5;133088;20;2;26;29963;0;0;60;938;21;12;0;0;1;0;0;0;0;0;125;27551;181;2;139310;3321;1705312;220618;9;2;0;2;25;1;32;0;700464;211;12;18029;0;8;47210;5021;11;2;1;6;0;2;0;58;301415;6;8;0;361;102128;15176407;0;255462;134;14;0;0;36;0;23;0;7;71;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;810;0;882;9;7;53;33533237;0;2;107;192;0;0;0;0;0;0;0;0;0
SRR15595333;13773796;13898111;0;0;0;0;0;0;0;0;0;0;0;0;12931;194;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3253;18;1;91;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6334;12;0;1;0;0;0;0;0;0;0;0;0;76;0;6;977;0;9;0;0;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595320;11040449;11140519;0;0;0;0;0;0;0;0;0;0;0;0;18999;31;0;0;0;0;0;0;0;403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3713;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11339;42;0;0;0;0;0;0;0;0;0;0;0;81;0;11;779;0;0;0;0;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402315;1131;0;0;0;0;0;0;0;0;0;0;0;1;0;53249;4415;193;0;0;2;98;1;0;80226;2;0;6;397;0;0;60;221;101;3;0;0;0;0;0;0;0;0;1;24717;0;0;141590;603;469786;148957;4;1;0;0;1;0;17;0;80332;377;3;359;0;16;39495;626883;40;0;0;78533;0;1;0;2481;11548;0;0;0;2463;26718;4354978;1;100945;99;1;5;0;18;0;0;0;17;12;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;276;0;0;91;5913692;0;0;137;131;0;0;0;0;0;0;0;0;0
SRR22402363;690;0;0;0;0;0;0;0;0;0;0;0;0;1;40164;2285;52;0;0;0;14;0;0;494873;0;0;0;54;0;0;45;73;0;6;0;0;0;0;0;0;0;0;3;4160;0;0;1383546;11284;648977;97005;10;0;0;0;1;0;0;0;980;1;0;266;0;0;28329;324201;12;0;0;0;5;0;0;21;77804;32;0;0;28;28899;5413327;0;42938;21;1;0;367;0;0;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1081;0;396;0;4;62;10391451;0;0;5;8741;0;0;0;0;0;0;0;0;0
SRR22402328;109140;0;0;0;0;0;0;0;0;0;0;0;3;0;68273;1585;83;0;0;0;1;0;0;171281;4;0;0;743;0;0;5;36;1;0;0;0;0;0;0;0;0;0;0;2568;0;0;1439660;397;427592;125944;2;0;1;0;0;0;4;0;165;31;9;2071;0;0;102814;148;10;1;0;0;8;0;0;21;132551;1;0;0;226;190974;14523795;0;422858;2;0;0;0;37;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;1578;7;0;27;24451995;0;1;22;126;0;0;0;0;0;0;0;0;0
SRR22402366;21970;0;0;7;0;0;0;0;0;0;0;0;0;0;8161;3526;3623;0;0;2;4;0;0;352078;6;0;17;51;0;0;97;113;0;3;0;0;0;0;0;0;0;0;0;4613;0;0;86548;191;603537;140974;3;2;2;1;1;0;15;0;14116;123;3;191;0;4;26509;1504;45;0;0;0;0;0;0;176;100420;57;1;0;4502;62932;11580353;2;369581;52;6;0;0;14;1;0;0;3;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588;0;645;10;7;8;25778630;0;0;41;123;3;0;0;1;0;0;0;0;0
SRR15595323;7216759;7277223;0;0;0;0;0;0;0;0;0;0;0;0;7717;4;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1887;13;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7605;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;1850;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3204;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595275;29535;29799;0;0;0;0;0;0;0;0;0;0;0;0;117384;681;23;0;0;3;5;0;0;4171;0;0;0;89;0;0;38;8;0;1;0;0;0;0;0;0;0;0;3;4;0;0;138705;128;323;103672;3;0;0;0;0;1;1;0;87;28;0;185;0;0;10498;297;1;0;0;0;0;0;0;5;7655;4;0;17;177;11967;3409511;0;18292;0;2;24;1;0;0;0;1;10;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;55;4;33;0;41;80;4136444;0;0;0;24;4;14;0;0;0;0;0;0;0
SRR22402351;28140;0;0;0;7;0;0;0;0;0;0;0;0;0;47639;9436;116;2;0;0;14;6;48;189359;22;0;10;165;0;0;64;207;103;15;0;0;0;0;0;0;0;0;0;16993;2;1;8776;1828;417025;196673;9;4;0;0;11;6;0;0;206105;169;10;879;0;0;26162;490604;16;2;1;126579;4;6;0;115;321022;84;2;1;254;252614;7182101;3;226527;88;9;0;0;1;38;24;0;246;41;0;79;1;0;105982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840;5;307;3;17;56;22917573;2;0;195;1062;0;0;5;0;0;0;0;0;0
SRR15595287;4958594;5006078;0;0;0;0;0;0;0;0;0;0;0;0;6457;49;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1299;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3515;2;0;0;0;0;0;0;0;0;0;0;0;0;0;26;487;0;81;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595334;14399624;14505731;0;0;0;0;0;0;0;0;0;0;0;0;21723;115;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3441;23;0;14;8;0;0;0;0;0;0;0;0;0;0;0;1;0;9033;0;0;0;0;0;0;0;0;0;0;0;0;76;0;33;1396;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402362;103024;0;0;0;0;0;0;0;0;0;0;0;0;0;116382;509;1192;0;0;0;14;0;0;368032;1;0;0;757;0;0;28;65;0;10;0;0;0;0;0;0;0;0;3;4458;0;1;762098;957;131683;188892;3;0;0;0;0;0;2;0;13;4;3;4103;0;0;42415;7951;0;1;0;32607;0;0;0;6;105846;2;0;0;2439;365100;9636029;0;105396;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;25;0;0;0;9288018;0;0;93;4;0;0;0;0;0;0;0;0;0
SRR22402357;6954;0;2;0;0;3;0;0;0;0;0;0;0;0;53851;4349;130;0;2;16;4;3;9;130296;6;0;1;121;0;0;26;41;0;16;0;0;0;0;0;0;0;0;0;1184;0;2;595770;736;516023;223935;5;4;0;0;8;3;110;0;17;148;2;943;0;0;18219;580968;11;0;0;38385;0;3;0;5;150801;45;7;0;745;46049;7394887;0;332077;296;9;0;0;106;0;5;0;5;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;26;17;0;2;13611590;1;0;282;8;4;0;0;0;0;0;0;0;0
